Ticker,Ticker_Long_Form,Direction,Exposure (%),P/L (%),Total Value (%),Username
SOXL,Direxion Daily Semiconductors Bull 3x Shares,Long,53.31,-1.0,59.11,marau2021
INTC,Intel,Long,18.59,-17.24,17.23,marau2021
RDFN,Redfin Corp,Long,9.3,-23.87,7.92,marau2021
AMD,Advanced Micro Devices Inc,Long,9.29,-26.65,2.43,marau2021
SPWRQ,SunPower Corp,Long,2.51,-99.93,0.01,marau2021
OPRA,Opera Limited,Long,2.32,-2.44,2.54,marau2021
