Ticker,Ticker_Long_Form,Direction,Exposure (%),P/L (%),Total Value (%),Username
CHZ,Chiliz,Long,28.45,-39.85,19.75,cryptoanalyzer
DOGE,Dogecoin,Long,23.4,67.15,45.15,cryptoanalyzer
XTZ,Tezos,Long,17.42,-11.78,17.73,cryptoanalyzer
ADA,Cardano,Long,14.73,-41.92,9.87,cryptoanalyzer
COMP,Compound,Long,13.5,-56.25,6.82,cryptoanalyzer
REN,REN,Long,2.25,-87.24,0.33,cryptoanalyzer
MIOTA,IOTA,Long,0.2,29.98,0.31,cryptoanalyzer
GALA,Gala V2,Long,0.05,-30.05,0.04,cryptoanalyzer
