InstrumentID,Ticker,Direction,Invested,NetProfit,Value,Username
100000,BTC,Buy,3.14581,254.496888,9.501498,franciro
9142,SBLK,Buy,2.563357,-17.528662,1.801189,franciro
100080,SHIBxM,Buy,1.349566,-18.172873,0.94089,franciro
100032,XTZ,Buy,1.270249,21.773779,1.317923,franciro
100001,ETH,Buy,20.340615,7.970062,23.218834,EmanueleDB83
100002,BCH,Buy,4.434346,32.020992,6.189357,EmanueleDB83
100008,API3,Buy,1.692498,-49.125,0.910344,EmanueleDB83
100011,SKL,Buy,1.692498,-35.14,1.160588,EmanueleDB83
100016,IMX,Buy,1.692498,-44.105,1.000171,EmanueleDB83
100017,ADA,Buy,3.384997,43.42,5.132642,EmanueleDB83
100018,MIOTA,Buy,2.538748,6.54,2.859599,EmanueleDB83
100037,DOT,Buy,2.538748,-15.053333,2.280021,EmanueleDB83
100040,LINK,Buy,1.692498,56.11,2.793393,EmanueleDB83
100041,UNI,Buy,2.538748,34.59,3.612479,EmanueleDB83
100045,FIL,Buy,2.902635,-34.90379,1.997658,EmanueleDB83
100046,ALGO,Buy,2.538748,44.943333,3.890369,EmanueleDB83
100048,MANA,Buy,1.700707,-17.609593,1.481423,EmanueleDB83
100049,APE,Buy,1.692498,-26.42,1.316622,EmanueleDB83
100050,LRC,Buy,1.294169,-39.789446,0.823828,EmanueleDB83
100056,POL,Buy,2.538748,-48.256667,1.388823,EmanueleDB83
100058,GALA,Buy,1.692498,-26.17,1.321095,EmanueleDB83
100061,HBAR,Buy,1.692498,153.93,4.543759,EmanueleDB83
100062,DYDX,Buy,2.538748,-46.406667,1.438478,EmanueleDB83
100063,SOL,Buy,0.025811,-10.491803,0.024425,EmanueleDB83
100065,FTM,Buy,0.846249,24.71,1.115764,EmanueleDB83
100066,GRT,Buy,1.692498,-37.425,1.119701,EmanueleDB83
100067,1INCH,Buy,0.465437,-11.236364,0.436786,EmanueleDB83
100068,CRV,Buy,1.269374,51.92,2.038813,EmanueleDB83
100069,ANKR,Buy,3.384828,-19.708485,2.873288,EmanueleDB83
100073,STORJ,Buy,1.269374,-35.613333,0.864089,EmanueleDB83
100074,ZRX,Buy,3.25112,-37.193503,2.158791,EmanueleDB83
100075,CELO,Buy,2.84162,-37.684267,1.872133,EmanueleDB83
100081,AMP,Buy,2.961872,-14.245714,2.685314,EmanueleDB83
100091,LUNC,Buy,0.837787,-25.0,0.664305,EmanueleDB83
100079,FET,Buy,8.480433,-34.295294,5.890979,EmanueleDB83
100323,ONDO,Buy,0.854458,108.48767,1.883406,EmanueleDB83
100334,RENDER,Buy,8.989452,-16.240692,7.96048,EmanueleDB83
100088,CTSI,Buy,1.692245,-41.186178,1.052242,EmanueleDB83
1004,MSFT,Buy,3.756684,74.223746,4.862059,DaleDegi2001
1005,AMZN,Buy,3.035919,41.965822,3.201711,DaleDegi2001
1025,MCD,Buy,2.043213,17.126789,1.77778,DaleDegi2001
1046,V,Buy,2.405162,18.219327,2.112229,DaleDegi2001
1126,ADBE,Buy,1.305734,-0.746667,0.962738,DaleDegi2001
1142,SBUX,Buy,2.480895,7.547368,1.982058,DaleDegi2001
1474,LOW,Buy,0.921674,37.693615,0.942756,DaleDegi2001
1500,KR,Buy,1.423511,36.586559,1.444365,DaleDegi2001
1583,MO,Buy,3.411361,28.99283,3.268899,DaleDegi2001
1855,SPGI,Buy,1.523357,10.502857,1.250499,DaleDegi2001
3000,SPY,Buy,13.732755,50.329934,15.335972,DaleDegi2001
3006,QQQ,Buy,9.407989,78.241439,12.457006,DaleDegi2001
3217,SCHD,Buy,15.127975,15.721544,13.004786,DaleDegi2001
4237,VTI,Buy,7.337704,29.144423,7.039536,DaleDegi2001
3005,IWM,Buy,3.082751,15.253854,2.639381,DaleDegi2001
3237,TAN,Buy,1.143388,-34.312904,0.557933,DaleDegi2001
6434,GOOGL,Buy,9.991652,70.805527,12.677902,DaleDegi2001
4307,O,Buy,7.720893,-0.100343,5.729804,DaleDegi2001
4274,VNQ,Buy,2.156551,13.263906,1.81451,DaleDegi2001
6895,VICI,Buy,2.308538,6.331071,1.823498,DaleDegi2001
4267,VUG,Buy,1.384513,73.454888,1.783988,DaleDegi2001
4429,INDA,Buy,1.992202,5.518658,1.561604,DaleDegi2001
4244,ASML,Buy,1.305734,5.8,1.026239,DaleDegi2001
4001,GOLD.BARRICK,Buy,31.115951,-21.771429,26.750363,Kanellona
3142,IJH,Buy,20.002,2.95572,22.631071,Kanellona
8101,STLA.US,Buy,13.335408,-21.158333,11.554291,Kanellona
3025,GLD,Buy,6.420422,41.08,5.905573,Fightingbulls
4502,ADYEN.NV,Buy,5.136338,-3.4375,3.233665,Fightingbulls
1004,MSFT,Buy,6.420422,62.2,6.789651,Fightingbulls
1978,RMS.PA,Buy,6.420422,72.52,7.221643,Fightingbulls
1118,BRK.B,Buy,6.420422,63.95,6.862905,Fightingbulls
1002,GOOG,Buy,6.420422,50.74,6.309938,Fightingbulls
4124,PANW,Buy,8.346549,43.530769,7.81061,Fightingbulls
5001,DSY.PA,Buy,6.420422,-12.88,3.646821,Fightingbulls
100000,BTC,Buy,12.83314,-1.255753,8.261858,Fightingbulls
4148,SHOP,Buy,8.025528,37.464,7.19276,Fightingbulls
8047,ABNB,Buy,3.210211,-4.72,1.994198,Fightingbulls
1137,NVDA,Buy,3.210211,608.22,14.822954,Fightingbulls
1041,MA,Buy,6.420422,37.4,5.751529,Fightingbulls
1263,SGO.PA,Buy,6.420422,116.48,9.061798,Fightingbulls
1001,AAPL,Buy,2.830701,3.874225,2.926184,matthewmizzi
1004,MSFT,Buy,2.410789,10.730975,2.656612,matthewmizzi
1005,AMZN,Buy,3.687888,25.211233,4.595374,matthewmizzi
1069,SMCI,Sell,4.031535,11.472896,4.472389,matthewmizzi
1111,TSLA,Buy,3.784853,29.4326,4.875201,matthewmizzi
1113,LVS,Buy,2.270912,-3.751571,2.175173,matthewmizzi
1117,FSLR,Buy,3.869125,-4.605596,3.673123,matthewmizzi
1130,MU,Buy,3.342657,-22.148961,2.589739,matthewmizzi
1184,PINS,Buy,3.460437,-7.185406,3.196296,matthewmizzi
1186,UBER,Buy,3.351793,-8.136193,3.064231,matthewmizzi
1253,MC.PA,Buy,3.352298,-2.716613,3.245497,matthewmizzi
1531,HAL,Buy,1.601074,-23.126893,1.224858,matthewmizzi
1832,AMD,Buy,3.352298,-0.966484,3.303883,matthewmizzi
2175,SMSN.L,Buy,5.298794,3.532061,5.459486,matthewmizzi
2380,01211.HK,Buy,2.270912,1.71819,2.298787,matthewmizzi
2394,03690.HK,Buy,2.703466,-2.52372,2.622526,matthewmizzi
2428,9618.HK,Buy,2.162773,5.83575,2.277945,matthewmizzi
3006,QQQ,Buy,20.063246,2.125691,20.390884,matthewmizzi
3010,FXI,Buy,3.352296,-4.265132,3.193834,matthewmizzi
4108,MELI,Buy,2.270912,-8.831952,2.060358,matthewmizzi
4253,SLB,Buy,1.763913,-22.909293,1.353253,matthewmizzi
4450,KWEB,Buy,4.541167,-12.260486,3.965177,matthewmizzi
4483,PDD,Buy,2.162773,2.80985,2.212817,matthewmizzi
5506,CRWD,Buy,1.636947,37.448836,2.23911,matthewmizzi
6205,CLSK,Buy,3.897928,-6.226188,3.637602,matthewmizzi
6434,GOOGL,Buy,3.135913,-2.816373,3.032892,matthewmizzi
6473,MSTR,Buy,3.352298,-3.580935,3.216662,matthewmizzi
2622,UTG.L,Buy,0.170499,-18.515254,0.145023,TradingShort
2639,CCC.L,Buy,0.08366,-18.376511,0.071281,TradingShort
2048,LAND.L,Buy,0.210615,-15.424933,0.185939,TradingShort
2214,DNO.OL,Buy,0.079441,-19.250637,0.066961,TradingShort
1155,BABA,Buy,0.125845,-15.927253,0.110441,TradingShort
5973,MPW,Buy,0.233156,-23.958256,0.18507,TradingShort
3586,ES.PA,Buy,0.027806,-15.589275,0.0245,TradingShort
5882,PAH3.DE,Buy,0.11491,-13.570063,0.103672,TradingShort
1832,AMD,Buy,0.072459,-20.579086,0.060071,TradingShort
1203,BAYN.DE,Buy,0.037891,-33.312996,0.026377,TradingShort
2659,PHNX.L,Buy,0.208685,-12.377101,0.190874,TradingShort
10580,XDWH.DE,Buy,0.319393,-7.203865,0.309381,TradingShort
2,GBPUSD,Buy,0.50289,-17.905782,0.108149,TradingShort
57,USDNOK,Sell,0.18211,-10.49224,0.073549,TradingShort
27,SPX500,Buy,0.117494,-1.082198,0.059003,TradingShort
2260,NOVO-B.CO,Buy,0.070182,-13.497488,0.063371,TradingShort
4508,ASM.NV,Buy,0.029071,-11.650099,0.026811,TradingShort
1210,VOW3.DE,Buy,0.034499,-11.660245,0.031812,TradingShort
1917,RACE,Buy,0.058033,-9.869535,0.054599,TradingShort
4429,INDA,Buy,0.04878,-8.353081,0.046666,TradingShort
9517,INSW,Buy,0.076707,-24.246534,0.060656,TradingShort
1,EURUSD,Buy,10.617899,-30.31215,1.090283,TradingShort
69,USDHUF,Sell,1.338658,-10.069209,0.415274,TradingShort
49,EURNZD,Sell,0.163881,-15.076706,0.094864,TradingShort
36,JPN225,Buy,0.200686,-10.24969,0.105205,TradingShort
4509,ASML.NV,Buy,0.066356,-13.221845,0.060107,TradingShort
5733,INGA.NV,Buy,0.074829,-16.837878,0.064958,TradingShort
2717,BBOX.L,Buy,0.181994,-22.039442,0.148106,TradingShort
9597,TNK,Buy,0.262637,-22.432992,0.212653,TradingShort
310,RTY,Buy,0.352846,-15.199017,0.185342,TradingShort
29,DJ30,Buy,0.343211,-11.892292,0.108221,TradingShort
2905,VVSM.DE,Buy,1.155924,-7.7115,1.113564,TradingShort
4539,TWEKA.NV,Buy,0.121152,-12.894762,0.110158,TradingShort
9853,ASC,Buy,0.027459,-36.834351,0.018105,TradingShort
31,FRA40,Buy,0.425004,-11.243625,0.106978,TradingShort
2610,SXS.L,Buy,0.059247,-14.0279,0.053169,TradingShort
2115,MNG.L,Buy,0.084949,-10.117023,0.079703,TradingShort
3027,SSO,Buy,28.898127,-1.056119,29.846755,TradingShort
10632,L8I7.DE,Buy,20.228671,3.50337,21.855479,TradingShort
12,EURAUD,Sell,0.155946,-13.894448,0.067866,TradingShort
10443,TK,Buy,0.074892,-17.194011,0.064735,TradingShort
6705,FRO,Buy,0.275017,-27.149882,0.209136,TradingShort
4528,NN.NV,Buy,0.186104,-12.42236,0.170132,TradingShort
3044,DSFIR.NV,Buy,0.031331,-17.007932,0.027143,TradingShort
8717,PUK,Buy,0.155691,-10.47962,0.145487,TradingShort
10321,GASS,Buy,0.049953,-18.708782,0.042388,TradingShort
1706,AMAT,Buy,0.009612,-19.603127,0.008066,TradingShort
2801,ASHM.L,Buy,0.100409,-21.590975,0.082182,TradingShort
10615,QDVW.DE,Buy,0.088434,-5.117313,0.087588,TradingShort
1238,BNP.PA,Buy,0.175793,-12.756444,0.160093,TradingShort
1042,NKE,Buy,0.150842,-12.724625,0.137421,TradingShort
1590,AES,Buy,0.054675,-28.044397,0.041067,TradingShort
7,AUDUSD,Buy,0.647346,-21.081202,0.132052,TradingShort
5729,ROCKB.CO,Buy,0.112622,-20.881659,0.093012,TradingShort
33,AUS200,Buy,0.195311,-12.558814,0.095039,TradingShort
4003,AGRO,Buy,0.029245,-14.051383,0.026238,TradingShort
28,NSDQ100,Buy,0.028898,-1.3,0.029773,TradingShort
4,USDCAD,Sell,0.435789,-28.178671,0.17374,TradingShort
43,EUSTX50,Buy,0.06846,-3.5458,0.027631,TradingShort
13,EURCAD,Sell,0.057802,-4.289571,0.057748,TradingShort
47,AUDCAD,Buy,0.197865,-14.093764,0.091528,TradingShort
1757,NEM,Buy,0.047185,-23.493386,0.037682,TradingShort
53,NZDCAD,Buy,0.20861,-7.059345,0.075124,TradingShort
2233,NDA_SE.ST,Buy,0.177272,-5.71205,0.174476,TradingShort
9753,GSL,Buy,0.041116,-11.385999,0.038032,TradingShort
30,UK100,Buy,0.192467,-12.122759,0.096306,TradingShort
48,AUDNZD,Sell,0.082036,-0.61998,0.0598,TradingShort
2778,BWY.L,Buy,0.071032,-18.999186,0.060059,TradingShort
32,GER40,Buy,0.103912,-5.322877,0.054557,TradingShort
1534,GD,Buy,0.068512,-10.308757,0.064143,TradingShort
1242,DG.PA,Buy,0.174776,-6.312831,0.170923,TradingShort
1136,LMT,Buy,0.041798,-11.393805,0.03866,TradingShort
5682,IIPR,Buy,0.146745,-26.573454,0.112474,TradingShort
7897,TEN.US,Buy,0.023714,-28.028272,0.017816,TradingShort
4317,KLAC,Buy,0.010843,-20.362473,0.009013,TradingShort
2151,BTRW.L,Buy,0.033279,-14.657867,0.029646,TradingShort
253,CHINA50,Buy,0.231248,-1.339632,0.117427,TradingShort
1001,AAPL,Buy,2.996389,208.830909,4.103344,4Trade
1002,GOOG,Buy,2.72399,130.415,2.783141,4Trade
1004,MSFT,Buy,2.996389,137.950909,3.161583,4Trade
1005,AMZN,Buy,3.268787,112.569167,3.081101,4Trade
1016,DIS,Buy,1.906793,-4.052857,0.81125,4Trade
1118,BRK.B,Buy,1.906793,79.684286,1.519262,4Trade
1126,ADBE,Buy,2.179192,11.345,1.075933,4Trade
1042,NKE,Buy,2.887429,-19.360377,1.032473,4Trade
1137,NVDA,Buy,2.179192,1143.25,12.013594,4Trade
2093,ULVR.L,Buy,1.634394,6.25,0.770025,4Trade
1484,PYPL,Buy,2.315391,-41.009412,0.605656,4Trade
1400,NESN.ZU,Buy,1.363411,-32.965716,0.40464,4Trade
3000,SPY,Buy,5.447979,112.537,5.134392,4Trade
1250,KER.PA,Buy,1.089596,-45.5375,0.263137,4Trade
6324,CRSP,Buy,0.463078,-47.094118,0.108637,4Trade
1477,MDT.US,Buy,1.361995,-8.822,0.550661,4Trade
1256,OR.PA,Buy,1.552674,5.563158,0.726795,4Trade
2339,0700.HK,Buy,1.661634,-11.586885,0.651435,4Trade
1155,BABA,Buy,3.091728,-51.765639,0.661267,4Trade
1253,MC.PA,Buy,1.361995,33.15,0.804147,4Trade
1203,BAYN.DE,Buy,0.817197,-61.133333,0.140839,4Trade
4350,NLY,Buy,0.953396,-37.545714,0.264031,4Trade
1967,SQ,Buy,0.817197,-28.43,0.259344,4Trade
6168,COIN,Buy,0.953396,42.411429,0.602057,4Trade
5968,TDOC,Buy,1.038603,-85.682438,0.065938,4Trade
1180,1810.HK,Buy,0.844437,105.370968,0.768998,4Trade
5664,JMIA,Buy,0.49849,-45.213115,0.121102,4Trade
1141,BIDU,Buy,2.72399,-43.851,0.678214,4Trade
6904,CPNG,Buy,0.626518,-42.769565,0.158993,4Trade
4244,ASML,Buy,0.680997,15.188,0.347834,4Trade
7996,U,Buy,1.72069,-60.332763,0.302659,4Trade
100003,XRP,Buy,8.638561,314.905291,15.883563,4Trade
100000,BTC,Buy,13.619948,289.387,23.516676,4Trade
100018,MIOTA,Buy,2.914669,-62.121495,0.489555,4Trade
100017,ADA,Buy,8.098693,-21.975716,2.801972,4Trade
100001,ETH,Buy,9.533964,205.106,12.898621,4Trade
8047,ABNB,Buy,1.089596,-14.1575,0.41475,4Trade
9285,DNA,Buy,0.04086,-32.733333,0.012188,4Trade
6205,CLSK,Buy,43.191517,-6.217532,38.232655,bungalowfund
1001,AAPL,Buy,11.846183,56.506123,8.288811,StasMatus
1002,GOOG,Buy,5.81966,31.358508,3.417734,StasMatus
1003,META,Buy,5.518412,57.956182,3.897025,StasMatus
1004,MSFT,Buy,5.940438,29.936649,3.450902,StasMatus
1111,TSLA,Buy,21.844192,136.726713,23.118823,StasMatus
100000,BTC,Buy,13.445716,104.240657,12.277462,StasMatus
1137,NVDA,Buy,14.418891,260.212689,23.220595,StasMatus
100001,ETH,Buy,21.166509,135.955834,22.328648,StasMatus
32,GER40,Sell,75.33624,-15.571411,48.118237,DAX-Trades
22,NATGAS,Sell,48.718771,-24.833575,1.289769,abhishek2411
2031,EZJ.L,Buy,0.147696,-32.490013,0.10822,abhishek2411
3006,QQQ,Buy,9.833276,11.405423,11.913351,abhishek2411
4272,CCL,Buy,0.049166,-40.1,0.032028,abhishek2411
4429,INDA,Buy,4.916638,-3.637207,5.152369,abhishek2411
100003,XRP,Buy,7.854257,-0.998446,8.456224,abhishek2411
1699,GME,Sell,6.847966,-4.315768,5.472072,MIN_Fund
1002,GOOG,Buy,4.280254,22.771744,5.032023,MIN_Fund
1567,LLY,Buy,1.826552,-15.48925,1.47815,MIN_Fund
1023,JPM,Buy,1.315113,13.514131,1.429512,MIN_Fund
1155,BABA,Buy,0.200368,0.7,0.193211,MIN_Fund
1112,F,Buy,1.001838,-5.81,0.903602,MIN_Fund
1001,AAPL,Buy,7.466501,12.933394,8.074472,MIN_Fund
1029,PG,Buy,0.885124,-1.663837,0.833474,MIN_Fund
1014,CVX,Buy,0.460846,-2.73913,0.429208,MIN_Fund
1400,NESN.ZU,Buy,0.941728,-10.670213,0.805557,MIN_Fund
8678,SAP,Buy,0.420772,13.214286,0.456166,MIN_Fund
1402,ROG.ZU,Buy,0.410754,-7.731707,0.362918,MIN_Fund
1025,MCD,Buy,0.200368,-0.75,0.190429,MIN_Fund
4465,TQQQ,Buy,1.8526,23.593987,2.19257,MIN_Fund
4483,PDD,Buy,1.443248,-5.712897,1.303071,MIN_Fund
1118,BRK.B,Buy,0.553816,-0.741679,0.52639,MIN_Fund
4509,ASML.NV,Buy,1.232261,-7.333333,1.093455,MIN_Fund
4481,TSM,Buy,1.973121,15.623255,2.184608,MIN_Fund
1004,MSFT,Buy,6.94815,5.807884,7.039824,MIN_Fund
1032,UNH,Buy,1.139491,-17.663091,0.898421,MIN_Fund
1378,JD.US,Buy,0.300552,28.6,0.370113,MIN_Fund
1461,COST,Buy,0.881618,8.125,0.912811,MIN_Fund
1035,WMT,Buy,1.428121,18.007717,1.613801,MIN_Fund
2260,NOVO-B.CO,Buy,1.275941,-17.281721,1.010664,MIN_Fund
2303,1288.HK,Buy,0.236434,30.381356,0.295189,MIN_Fund
2370,00857.HK,Buy,0.481984,-10.475993,0.413187,MIN_Fund
1130,MU,Buy,0.300552,18.533333,0.341141,MIN_Fund
1137,NVDA,Buy,6.5397,6.591908,6.675083,MIN_Fund
1634,TXN,Buy,0.210386,-7.904762,0.185536,MIN_Fund
2339,0700.HK,Buy,1.033997,3.187676,1.021696,MIN_Fund
1253,MC.PA,Buy,0.821507,-9.04878,0.715475,MIN_Fund
1005,AMZN,Buy,3.776931,23.546419,4.468315,MIN_Fund
4236,AVGO,Buy,1.467894,47.031122,2.066705,MIN_Fund
1135,ORCL,Buy,1.002139,2.849145,0.986968,MIN_Fund
2175,SMSN.L,Buy,0.751379,-30.96,0.496746,MIN_Fund
1027,MRK,Buy,0.551011,-17.854545,0.43343,MIN_Fund
1018,HD,Buy,0.824012,6.200608,0.837983,MIN_Fund
1126,ADBE,Buy,0.400735,-15.2,0.325408,MIN_Fund
2302,1398.HK,Buy,0.445818,13.325843,0.483795,MIN_Fund
1022,JNJ,Buy,1.071967,-9.457944,0.929408,MIN_Fund
1011,BAC,Buy,0.651195,9.092308,0.680268,MIN_Fund
1069,SMCI,Buy,0.701287,19.357143,0.801528,MIN_Fund
2171,SHEL.L,Buy,0.260478,-14.884615,0.212302,MIN_Fund
1046,V,Buy,0.306963,13.120104,0.332507,MIN_Fund
1832,AMD,Buy,0.410754,-19.073171,0.318309,MIN_Fund
1914,INTU,Buy,0.200368,5.45,0.202325,MIN_Fund
1045,TM,Buy,0.430791,-9.627907,0.372799,MIN_Fund
1024,KO,Buy,0.601103,-10.233333,0.5167,MIN_Fund
1043,PEP,Buy,0.901655,-5.866667,0.812752,MIN_Fund
1452,ABBV,Buy,0.200368,-11.15,0.170475,MIN_Fund
2301,3988.HK,Buy,0.190349,11.631579,0.203476,MIN_Fund
1256,OR.PA,Buy,0.260478,-18.653846,0.2029,MIN_Fund
2300,0939.HK,Buy,0.207481,14.292612,0.227076,MIN_Fund
1495,WFC,Buy,0.220404,20.136364,0.253553,MIN_Fund
1485,QCOM,Buy,0.240441,-18.333333,0.188031,MIN_Fund
1706,AMAT,Buy,0.200368,-22.75,0.148218,MIN_Fund
1003,META,Buy,3.315484,15.540581,3.668226,MIN_Fund
1036,XOM,Buy,0.961765,-4.010417,0.884031,MIN_Fund
1143,AMGN,Buy,0.200368,-20.85,0.151863,MIN_Fund
1839,CRM,Buy,0.400735,37.775,0.528692,MIN_Fund
1016,DIS,Buy,0.190349,20.578947,0.219785,MIN_Fund
1041,MA,Buy,0.150276,3.266667,0.148602,MIN_Fund
1186,UBER,Buy,0.500919,0.82,0.483603,MIN_Fund
8641,FMX,Buy,0.240441,-25.5,0.17153,MIN_Fund
1444,RIGD.L,Buy,0.400735,-17.4,0.316966,MIN_Fund
100017,ADA,Buy,13.649605,-19.618732,6.981976,Yaz019
100001,ETH,Buy,19.954841,-10.068581,11.419922,Yaz019
100086,LUNA2,Buy,0.030034,-34.22619,0.012571,Yaz019
100063,SOL,Buy,27.825436,251.014652,62.154223,Yaz019
100058,GALA,Buy,0.893878,61.89,0.920877,Yaz019
6217,EVFM,Buy,2.628001,-98.55102,0.024232,Yaz019
100048,MANA,Buy,2.190001,-67.979592,0.446246,Yaz019
100037,DOT,Buy,10.547759,-51.516949,3.25427,Yaz019
100091,LUNC,Buy,3.705839,-84.1454,0.373891,Yaz019
100018,MIOTA,Buy,3.126517,-59.636332,0.803073,Yaz019
100323,ONDO,Buy,8.609832,5.677949,5.790052,Yaz019
100340,SUI,Buy,5.801268,100.089368,7.386698,Yaz019
100009,CRO,Buy,0.446939,-18.52,0.231741,Yaz019
100032,XTZ,Buy,0.589959,-46.681818,0.200171,Yaz019
1005,AMZN,Buy,1.037969,0.65,1.128724,annahussain
1021,INTC,Buy,1.556953,-2.633333,1.637855,annahussain
1111,TSLA,Sell,0.517946,-2.60521,0.545017,annahussain
1137,NVDA,Buy,2.075938,-1.9,2.200255,annahussain
1180,1810.HK,Buy,0.518984,7.9,0.605014,annahussain
1346,OGZDL.L,Buy,0.518984,-75.7,0.136254,annahussain
1349,LKOD.L,Buy,1.556953,-95.1,0.082425,annahussain
1352,MNODL.L,Buy,2.594922,-97.38,0.073454,annahussain
1361,ATADL.L,Buy,0.518984,-84.1,0.089154,annahussain
1435,IFRA,Buy,1.03745,-3.901951,1.077138,annahussain
1442,IB01.L,Buy,9.137759,0.198785,9.892174,annahussain
1555,FCX,Buy,0.934172,-13.444444,0.873598,annahussain
1832,AMD,Buy,1.348841,-7.34898,1.350207,annahussain
2331,2333.HK,Buy,0.518984,9.6,0.614546,annahussain
2360,00175.HK,Buy,0.518984,7.8,0.604453,annahussain
2380,01211.HK,Buy,0.518984,3.8,0.582025,annahussain
3000,SPY,Buy,2.090469,0.744786,2.275391,annahussain
3002,GDX,Buy,1.089348,-11.862792,1.037327,annahussain
3004,XLF,Buy,1.036931,-2.452452,1.092838,annahussain
3006,QQQ,Buy,2.721035,2.975396,3.027313,annahussain
3010,FXI,Buy,1.348841,-9.118892,1.324414,annahussain
3014,GDXJ,Buy,0.778477,-6.333333,0.787808,annahussain
3019,XLI,Buy,1.556434,-0.766922,1.668695,annahussain
3020,TLT,Buy,2.074381,-4.378284,2.143061,annahussain
3025,GLD,Buy,1.867825,-1.055849,1.996714,annahussain
3028,IBB,Buy,0.778477,-1.6,0.827619,annahussain
3040,SWDA.L,Buy,4.152914,0.524869,4.51041,annahussain
4262,IWF,Buy,2.231114,0.209351,2.41557,annahussain
4402,MTUM,Buy,2.84144,-0.840183,3.044134,annahussain
100001,ETH,Buy,3.124805,7.988706,3.645784,annahussain
100063,SOL,Buy,1.036931,-2.802803,1.088913,annahussain
4311,TIP,Buy,1.557991,-2.265157,1.645144,annahussain
4432,MCHI,Buy,1.296942,-15.486194,1.184235,annahussain
9442,VAL.US,Buy,2.33543,-15.822222,2.123997,annahussain
100338,TIA,Buy,1.036931,-22.922923,0.863505,annahussain
6357,SMH,Buy,1.300575,-5.985634,1.32105,annahussain
3177,DJP,Buy,2.593884,-1.20048,2.768822,annahussain
4384,QUAL,Buy,3.890826,-1.240496,4.151551,annahussain
9590,CORT,Buy,0.518984,-7.6,0.518103,annahussain
4251,ISRG,Buy,1.039526,-1.048427,1.111342,annahussain
9250,GRAB,Buy,0.566731,-2.106227,0.599407,annahussain
8957,ATKR,Buy,1.037969,-8.75,1.023309,annahussain
4365,IAU,Buy,2.074381,0.050038,2.242308,annahussain
3239,TMF,Buy,2.179216,-9.264111,2.136333,annahussain
3213,PSLV,Buy,1.03745,-5.252626,1.061999,annahussain
3226,SOXL,Buy,2.086317,0.696517,2.269784,annahussain
4430,SLV,Buy,1.563181,-1.195219,1.668695,annahussain
6448,INMD,Buy,1.037969,-0.5,1.115827,annahussain
100040,LINK,Buy,0.518465,6.806807,0.598285,annahussain
9757,ARQT,Buy,0.518984,14.3,0.6409,annahussain
11114,EDN,Buy,0.934172,-1.388889,0.995273,annahussain
4465,TQQQ,Sell,0.518465,-5.805806,0.527635,annahussain
100326,SEI,Buy,1.03745,-20.210105,0.894344,annahussain
9142,SBLK,Buy,1.037969,-26.1,0.82874,annahussain
6815,PGRE,Buy,1.556953,-3.066667,1.630566,annahussain
8748,URA,Buy,2.075419,-12.028007,1.972603,annahussain
3100,SHY,Buy,1.03745,-0.50025,1.115267,annahussain
3118,EWY,Buy,1.03745,-0.8004,1.111902,annahussain
6961,ITA,Buy,0.778477,-3.733333,0.809676,annahussain
4463,SOXX,Buy,0.985032,1.369863,1.07882,annahussain
9230,ARKG,Buy,0.778477,-4.0,0.807433,annahussain
3276,IS3K.DE,Buy,2.075938,-0.175,2.238944,annahussain
4398,DOCU,Buy,0.622781,-5.083333,0.638657,annahussain
3102,DBA,Buy,0.808578,16.046213,1.013777,annahussain
4441,EWH,Buy,0.830375,-15.875,0.754725,annahussain
6320,CIBR,Buy,0.933134,0.667408,1.014898,annahussain
9922,APOG,Buy,0.518984,-11.4,0.496796,annahussain
6855,SPCE,Buy,2.45064,-92.054433,0.131823,misantroman
100079,FET,Buy,13.618679,12.115667,10.33682,misantroman
100334,RENDER,Buy,30.071008,34.742414,27.430769,misantroman
100340,SUI,Buy,8.657217,108.618385,12.226905,misantroman
100326,SEI,Buy,6.941482,18.930981,5.588984,misantroman
100049,APE,Buy,10.52498,46.403574,10.431785,misantroman
100323,ONDO,Buy,12.007045,135.471558,19.140809,misantroman
100330,INJ,Buy,8.886239,20.316225,7.238155,misantroman
100065,FTM,Buy,5.241465,84.846457,6.559179,misantroman
100338,TIA,Buy,1.597966,-15.652174,0.912488,misantroman
100057,FLR,Buy,0.002779,3.278689,0.001943,misantroman
100083,SGB,Buy,0.000456,0.0,0.000308,misantroman
1484,PYPL,Buy,0.643639,49.733333,0.955212,ANTONIOTAGLIERI
100086,LUNA2,Buy,0.049775,-14.655172,0.042104,ANTONIOTAGLIERI
4489,NIO,Buy,2.450118,-31.663748,1.6595,ANTONIOTAGLIERI
1112,F,Buy,1.501824,-19.571429,1.197205,ANTONIOTAGLIERI
1525,TSN,Buy,0.643639,-2.533333,0.621781,ANTONIOTAGLIERI
4066,GRMN,Buy,0.429092,-3.6,0.409984,ANTONIOTAGLIERI
9425,IONQ,Buy,0.158764,301.891892,0.632413,ANTONIOTAGLIERI
1111,TSLA,Buy,0.398627,56.081808,0.616678,ANTONIOTAGLIERI
100057,FLR,Buy,0.024458,22.807018,0.029771,ANTONIOTAGLIERI
1042,NKE,Buy,1.072731,-21.72,0.832302,ANTONIOTAGLIERI
1210,VOW3.DE,Buy,0.429092,4.9,0.446134,ANTONIOTAGLIERI
1732,UGI,Buy,1.178288,0.910415,1.178492,ANTONIOTAGLIERI
1021,INTC,Buy,3.149968,-18.131045,2.556022,ANTONIOTAGLIERI
1002,GOOG,Buy,4.830294,25.148796,5.991554,ANTONIOTAGLIERI
