Ticker,Ticker_Long_Form,Direction,Exposure (%),P/L (%),Total Value (%),Username
L8I7.DE,Amundi Nasdaq 100 Daily 2x Leveraged UCITS ETF,Long,24.93,12.46,26.95,tahelia
TLT,iShares 20+ Year Treasury Bond ETF,Long,24.93,-0.11,23.94,tahelia
SSO,Proshares Ultra S&P 500,Long,24.93,5.6,25.3,tahelia
IS04.DE,iShares USD Treasury Bond 20+yr UCITS ETF,Long,24.93,-1.78,23.53,tahelia
