Ticker,Ticker_Long_Form,Direction,Exposure (%),P/L (%),Total Value (%),Username
CHZ,Chiliz,Long,28.45,-38.2,20.08,cryptoanalyzer
DOGE,Dogecoin,Long,23.4,67.52,44.77,cryptoanalyzer
XTZ,Tezos,Long,17.42,-11.06,17.69,cryptoanalyzer
ADA,Cardano,Long,14.73,-41.06,9.91,cryptoanalyzer
COMP,Compound,Long,13.5,-55.57,6.85,cryptoanalyzer
REN,REN,Long,2.25,-87.16,0.33,cryptoanalyzer
MIOTA,IOTA,Long,0.2,35.53,0.32,cryptoanalyzer
GALA,Gala V2,Long,0.05,-24.55,0.04,cryptoanalyzer
