Ticker,Ticker_Long_Form,Direction,Exposure (%),P/L (%),Total Value (%),Username
WOSG.L,Watches of Switzerland Group plc,Long,25.76,61.91,28.84,teids10
BMPS.MI,Banca Monte Dei Paschi Di Siena S.P.A,Long,17.5,27.8,15.47,teids10
BFF.MI,BFF Bank S.p.A,Long,17.3,-5.9,11.26,teids10
ULVR.L,Unilever,Long,10.34,23.34,8.82,teids10
PARA,Paramount Global,Long,4.75,-3.85,3.16,teids10
META,Meta Platforms Inc,Long,4.15,543.35,18.48,teids10
