Ticker,Ticker_Long_Form,Direction,Exposure (%),P/L (%),Total Value (%),Username
XTIA,XTI Aerospace Inc,Long,89.16,0.14,91.16,tomshan1
NSTGQ,NanoString Technologies Inc.,Long,10.84,-20.15,8.84,tomshan1
